Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
28098,HR,Female,28,Developer,2022-06-03 08:03:05.556036,6,High School,4,47824,38,14,4,1,2,19,80,2,4.9,False
28099,Sales,Other,44,Technician,2016-03-20 08:03:05.556036,18,Bachelor,5,35933,43,14,38,8,3,12,43,4,2.77,False
28100,Marketing,Female,45,Analyst,2019-09-29 08:03:05.556036,3,Bachelor,4,58651,36,22,29,6,4,6,66,2,3.82,False
28101,Operations,Female,44,Engineer,2017-05-02 08:03:05.556036,6,Bachelor,4,69982,38,10,26,8,1,13,66,2,4.47,False
28102,Engineering,Male,46,Engineer,2017-05-17 08:03:05.556036,5,Master,3,68532,47,13,30,14,4,18,33,1,2.42,False
28103,HR,Male,20,Consultant,2018-01-08 08:03:05.556036,9,High School,1,36254,26,10,2,13,1,8,42,1,2.25,False
28104,HR,Male,39,Technician,2023-02-17 08:03:05.556036,10,Bachelor,4,30266,54,6,25,6,3,24,24,1,2.81,False
28105,Legal,Male,41,Specialist,2019-04-17 08:03:05.556036,7,Bachelor,5,89469,50,12,37,4,5,3,44,5,1.64,False
28106,Legal,Female,30,Technician,2015-10-23 08:03:05.556036,4,Bachelor,1,13388,30,5,0,10,1,15,49,0,2.87,False
28107,Legal,Female,25,Developer,2023-06-30 08:03:05.556036,3,Bachelor,5,50889,29,17,10,4,3,5,11,2,3.4,False
28108,Customer Support,Male,34,Analyst,2018-09-06 08:03:05.556036,9,Bachelor,4,57246,46,9,29,6,3,17,39,4,1.1,True
28109,Sales,Male,43,Specialist,2019-06-26 08:03:05.556036,5,Master,3,66070,42,8,21,8,1,29,52,3,2.38,False
28110,Customer Support,Male,43,Specialist,2017-06-17 08:03:05.556036,13,Bachelor,4,79843,49,11,24,5,1,15,98,2,1.32,False
28111,Operations,Female,42,Engineer,2021-04-25 08:03:05.556036,11,High School,5,62764,42,11,15,3,2,9,28,0,2.67,False
28112,IT,Male,54,Analyst,2015-10-23 08:03:05.556036,7,Bachelor,5,72360,56,6,32,2,5,25,39,4,3.44,False
28113,Legal,Female,49,Analyst,2022-04-26 08:03:05.556036,13,High School,4,56571,51,5,26,5,4,15,25,3,1.1,False
28114,IT,Female,33,Specialist,2022-12-17 08:03:05.556036,2,Bachelor,3,62904,42,12,14,6,1,20,32,0,1.78,True
28115,Operations,Male,34,Technician,2019-07-23 08:03:05.556036,14,High School,4,29432,49,22,29,6,1,6,48,2,2.93,False
28116,Legal,Female,34,Engineer,2016-09-20 08:03:05.556036,11,High School,4,60178,42,22,18,13,4,15,22,0,3.1,False
28117,IT,Male,49,Manager,2022-09-22 08:03:05.556036,14,High School,5,112513,50,17,38,11,5,14,58,3,1.63,False
28118,Engineering,Female,45,Developer,2016-08-10 08:03:05.556036,5,PhD,5,79925,53,8,34,4,2,21,47,4,4.51,False
28119,Sales,Male,20,Developer,2015-06-14 08:03:05.556036,5,Bachelor,2,52198,41,16,8,9,2,15,20,1,1.37,False
28120,Engineering,Female,23,Consultant,2019-03-24 08:03:05.556036,11,Bachelor,2,51521,30,9,12,6,3,16,86,1,2.04,False
28121,Operations,Female,43,Manager,2020-06-09 08:03:05.556036,12,Bachelor,1,110519,46,5,32,6,4,25,39,3,2.28,False
28122,Marketing,Female,32,Manager,2020-02-06 08:03:05.556036,10,Bachelor,2,64544,45,5,6,14,1,22,51,1,1.1,False
28123,Sales,Other,39,Manager,2021-05-22 08:03:05.556036,3,Bachelor,1,48015,23,22,3,6,0,16,35,1,3.09,False
28124,Customer Support,Female,42,Manager,2020-12-13 08:03:05.556036,9,Bachelor,2,58866,32,10,4,5,0,29,58,1,4.34,False
28125,Finance,Female,34,Engineer,2024-05-07 08:03:05.556036,8,PhD,4,70431,38,16,31,1,2,9,53,2,1.04,False
28126,Legal,Female,41,Analyst,2022-05-30 08:03:05.556036,8,Bachelor,2,32498,32,23,10,2,1,19,26,2,3.83,True
28127,Finance,Male,40,Engineer,2016-02-09 08:03:05.556036,13,High School,5,77146,40,10,34,10,5,20,26,5,3.63,False
28128,Operations,Female,32,Engineer,2017-02-09 08:03:05.556036,10,Bachelor,4,71270,42,7,28,13,2,25,35,1,3.76,False
28129,Legal,Female,38,Consultant,2023-04-13 08:03:05.556036,13,Master,2,51210,46,19,11,8,2,9,68,2,2.08,False
28130,Sales,Male,19,Manager,2022-01-19 08:03:05.556036,9,Master,1,46985,38,12,3,3,1,10,17,1,3.36,True
28131,Finance,Female,21,Specialist,2022-09-28 08:03:05.556036,0,Master,1,38126,34,20,7,14,2,21,67,0,2.08,False
28132,Operations,Female,40,Manager,2020-03-02 08:03:05.556036,12,High School,2,62538,26,14,5,12,3,7,43,2,1.78,False
28133,Customer Support,Female,35,Engineer,2018-01-22 08:03:05.556036,14,Master,3,57239,42,21,19,2,1,25,43,0,2.74,False
28134,Finance,Female,34,Consultant,2021-11-08 08:03:05.556036,9,High School,1,35549,46,20,7,14,1,5,13,1,1.7,True
28135,Sales,Female,21,Consultant,2021-08-30 08:03:05.556036,12,Bachelor,2,50005,29,21,5,3,0,28,39,2,2.37,False
28136,Sales,Male,49,Developer,2014-09-17 08:03:05.556036,10,PhD,3,59034,38,9,14,11,4,17,21,3,1.87,False
28137,Customer Support,Female,40,Developer,2022-04-10 08:03:05.556036,7,Master,3,61673,41,13,17,6,1,10,41,0,1.89,False
28138,Marketing,Female,42,Consultant,2018-07-06 08:03:05.556036,9,Bachelor,2,45489,48,18,12,0,2,27,47,0,3.07,False
28139,HR,Female,28,Engineer,2023-07-08 08:03:05.556036,2,High School,1,41383,27,19,1,1,0,22,64,0,4.74,False
28140,Legal,Female,33,Analyst,2017-08-30 08:03:05.556036,5,Bachelor,2,29609,26,11,7,11,2,15,78,2,3.77,False
28141,Legal,Male,22,Manager,2017-06-12 08:03:05.556036,9,Bachelor,1,45328,23,9,5,7,1,26,59,1,2.93,False
28142,Customer Support,Other,38,Analyst,2017-01-21 08:03:05.556036,11,Bachelor,2,16490,23,14,0,12,2,8,68,1,2.73,False
28143,HR,Male,34,Manager,2017-08-31 08:03:05.556036,9,Bachelor,2,60460,33,18,4,6,3,6,77,2,2.82,False
28144,HR,Female,30,Consultant,2014-10-03 08:03:05.556036,11,Bachelor,2,51583,37,16,12,10,0,18,80,2,2.25,False
28145,Customer Support,Other,36,Developer,2020-10-21 08:03:05.556036,3,Bachelor,1,39257,39,22,7,10,2,21,40,0,4.03,False
28146,Marketing,Male,43,Specialist,2015-11-10 08:03:05.556036,12,High School,4,91881,42,14,39,8,4,7,87,4,3.4,False
28147,Engineering,Female,36,Specialist,2014-11-08 08:03:05.556036,18,Bachelor,5,84366,36,14,33,9,5,21,79,5,1.37,False
28148,Legal,Male,30,Consultant,2022-02-23 08:03:05.556036,0,High School,5,36751,44,13,0,14,1,4,83,1,1.33,False
28149,IT,Male,26,Analyst,2019-04-21 08:03:05.556036,11,Bachelor,2,34709,31,11,12,14,1,7,25,0,4.25,False
28150,IT,Female,25,Consultant,2022-12-15 08:03:05.556036,5,Bachelor,2,52103,27,23,9,12,3,19,70,1,4.46,False
28151,Marketing,Male,45,Analyst,2018-05-30 08:03:05.556036,14,Bachelor,3,41287,36,18,12,7,1,16,22,1,3.5,True
28152,Legal,Female,35,Specialist,2014-12-08 08:03:05.556036,6,Bachelor,3,63390,43,11,16,14,2,15,95,0,2.45,False
28153,Customer Support,Male,36,Specialist,2015-07-22 08:03:05.556036,3,High School,3,65669,42,18,13,2,3,5,14,1,1.23,False
28154,IT,Female,52,Specialist,2017-04-14 08:03:05.556036,16,Master,4,76326,47,8,22,8,2,10,57,3,1.83,False
28155,Legal,Female,54,Specialist,2017-10-27 08:03:05.556036,6,Bachelor,2,88651,37,22,37,3,5,23,82,4,4.04,False
28156,HR,Female,35,Technician,2021-01-13 08:03:05.556036,14,High School,5,37070,38,5,34,6,4,20,44,5,1.18,False
28157,IT,Female,26,Developer,2019-08-28 08:03:05.556036,9,Bachelor,3,59447,30,5,12,1,0,7,19,2,1.87,True
28158,Engineering,Male,45,Analyst,2020-06-13 08:03:05.556036,11,High School,3,45381,44,18,18,3,0,9,10,3,3.88,False
28159,Operations,Female,26,Engineer,2021-11-18 08:03:05.556036,11,Bachelor,1,36670,40,12,4,4,2,25,47,0,1.86,False
28160,IT,Male,36,Consultant,2017-12-23 08:03:05.556036,7,Bachelor,3,66463,51,8,21,8,0,29,92,1,4.14,False
28161,Operations,Female,31,Technician,2020-06-08 08:03:05.556036,13,Master,3,25610,42,11,15,3,3,16,91,0,2.98,False
28162,Legal,Female,39,Consultant,2014-11-29 08:03:05.556036,5,Bachelor,5,99682,58,17,39,5,5,29,74,3,4.14,False
28163,Customer Support,Female,30,Technician,2023-04-16 08:03:05.556036,11,PhD,2,21428,41,24,9,6,2,26,14,1,1.87,False
28164,Customer Support,Male,31,Technician,2015-04-03 08:03:05.556036,9,Bachelor,3,26482,43,21,16,1,1,8,86,3,2.74,False
28165,HR,Female,44,Consultant,2024-05-02 08:03:05.556036,2,High School,5,55996,35,9,12,12,0,16,50,0,2.75,False
28166,Sales,Male,27,Analyst,2023-12-07 08:03:05.556036,3,Bachelor,3,44734,46,19,13,2,4,19,43,1,2.35,False
28167,HR,Female,20,Technician,2024-05-10 08:03:05.556036,4,High School,1,13607,43,21,7,9,2,10,97,1,2.19,False
28168,Finance,Female,26,Manager,2017-02-08 08:03:05.556036,10,Bachelor,3,79207,38,12,19,7,0,12,77,1,1.17,False
28169,Customer Support,Male,20,Developer,2018-06-08 08:03:05.556036,12,High School,2,51294,44,8,5,3,2,22,90,2,1.08,False
28170,Operations,Female,35,Engineer,2021-07-19 08:03:05.556036,17,PhD,4,69296,36,11,25,9,1,19,80,1,1.86,False
28171,Marketing,Female,34,Analyst,2021-06-14 08:03:05.556036,10,Bachelor,1,21451,29,22,4,11,2,8,27,1,1.05,False
28172,Sales,Female,30,Developer,2023-02-15 08:03:05.556036,4,High School,3,57816,33,20,21,4,0,24,12,3,1.94,True
28173,IT,Male,22,Technician,2021-10-26 08:03:05.556036,11,Bachelor,1,15485,41,21,4,10,0,6,66,0,3.57,False
28174,Legal,Other,40,Technician,2015-07-14 08:03:05.556036,12,High School,5,34788,57,18,37,0,2,22,27,4,3.57,False
28175,Legal,Other,21,Technician,2019-06-18 08:03:05.556036,6,High School,3,14203,37,5,4,12,0,25,46,0,3.01,False
28176,HR,Male,37,Analyst,2017-10-15 08:03:05.556036,15,Master,4,43879,37,17,14,2,3,27,58,3,1.22,False
28177,IT,Male,39,Consultant,2018-07-17 08:03:05.556036,10,High School,2,54120,35,16,12,10,1,20,25,2,2.52,False
28178,Operations,Female,34,Manager,2019-02-28 08:03:05.556036,4,Bachelor,4,92663,48,7,23,7,2,6,95,1,1.67,False
28179,Operations,Female,41,Consultant,2014-11-09 08:03:05.556036,6,Bachelor,3,67284,42,14,18,13,3,10,98,3,4.45,False
28180,Legal,Female,28,Developer,2017-10-04 08:03:05.556036,6,Bachelor,4,59681,41,11,12,1,2,18,63,3,1.88,True
28181,IT,Male,35,Consultant,2021-08-14 08:03:05.556036,4,PhD,4,82150,50,12,23,13,4,17,21,1,1.1,False
28182,Sales,Male,32,Manager,2019-11-18 08:03:05.556036,5,Bachelor,3,77412,33,21,21,11,1,19,93,3,3.89,True
28183,Legal,Female,33,Technician,2021-03-30 08:03:05.556036,10,Bachelor,4,32438,35,13,28,0,1,27,41,3,4.28,False
28184,Engineering,Male,32,Technician,2016-07-16 08:03:05.556036,6,High School,2,16866,34,16,7,6,2,26,11,1,3.97,False
28185,Marketing,Male,54,Engineer,2020-03-27 08:03:05.556036,13,Bachelor,4,70010,52,10,24,8,4,12,60,2,2.95,False
28186,Customer Support,Male,39,Manager,2017-07-03 08:03:05.556036,3,Bachelor,1,48115,32,6,0,13,1,29,40,1,1.71,False
28187,HR,Female,31,Technician,2020-03-31 08:03:05.556036,5,Bachelor,1,11093,33,13,1,11,1,18,29,1,4.51,False
28188,Operations,Female,49,Engineer,2019-01-01 08:03:05.556036,18,Master,5,78799,50,9,38,10,2,21,14,4,1.04,False
28189,Operations,Male,29,Technician,2024-06-08 08:03:05.556036,12,Bachelor,3,26315,30,16,12,0,4,5,67,2,1.81,False
28190,Marketing,Female,45,Technician,2014-12-11 08:03:05.556036,16,PhD,4,25649,34,9,24,7,2,8,52,3,2.12,False
28191,Legal,Female,31,Analyst,2016-05-09 08:03:05.556036,7,High School,2,41763,39,5,18,2,2,9,22,2,3.9,False
28192,Finance,Male,35,Technician,2017-03-31 08:03:05.556036,3,Master,2,18159,27,23,7,4,1,12,51,2,2.91,False
28193,Marketing,Male,52,Analyst,2018-09-25 08:03:05.556036,7,Bachelor,4,68662,54,13,33,5,4,14,51,3,4.65,False
28194,Finance,Female,32,Specialist,2021-12-08 08:03:05.556036,8,Bachelor,1,39272,24,22,4,14,2,8,89,0,2.01,False
28195,Marketing,Female,54,Engineer,2017-10-01 08:03:05.556036,11,High School,4,70641,42,10,27,5,3,5,63,3,2.35,False
28196,Sales,Male,49,Technician,2014-12-29 08:03:05.556036,12,Bachelor,1,32885,43,16,36,12,4,26,33,2,4.97,False
28197,Sales,Male,26,Analyst,2019-10-22 08:03:05.556036,2,High School,1,18102,27,19,7,2,0,29,79,1,3.43,False
28198,Sales,Male,38,Engineer,2022-09-10 08:03:05.556036,5,High School,1,40274,34,16,0,0,0,23,15,0,1.59,False
28199,HR,Female,19,Consultant,2017-08-06 08:03:05.556036,8,High School,2,37171,44,13,7,8,1,21,33,1,4.5,False
28200,Sales,Female,34,Engineer,2020-05-20 08:03:05.556036,6,Master,3,59449,43,19,12,11,4,8,49,3,2.99,False
28201,HR,Male,42,Engineer,2016-11-17 08:03:05.556036,5,Bachelor,3,63011,31,7,20,8,4,6,87,1,3.57,False
28202,Engineering,Other,36,Specialist,2021-10-10 08:03:05.556036,6,Bachelor,1,39764,25,14,7,5,2,8,24,0,4.38,False
28203,Legal,Male,36,Consultant,2018-12-16 08:03:05.556036,6,Master,1,34976,36,5,1,10,2,28,93,1,3.69,False
28204,IT,Female,29,Technician,2016-07-30 08:03:05.556036,11,Bachelor,5,13754,24,8,1,1,0,20,99,0,4.96,False
28205,Finance,Male,35,Analyst,2024-06-23 08:03:05.556036,6,Bachelor,4,58246,49,13,27,4,3,13,18,3,1.22,False
28206,Engineering,Male,18,Manager,2015-02-03 08:03:05.556036,1,Bachelor,5,47372,46,17,4,2,2,12,96,0,4.6,False
28207,Operations,Male,30,Analyst,2014-10-11 08:03:05.556036,9,Bachelor,2,33673,47,19,12,1,0,3,10,1,3.7,False
28208,Operations,Male,24,Developer,2019-12-31 08:03:05.556036,9,Bachelor,2,48258,28,6,10,4,3,27,97,0,1.87,False
28209,Legal,Male,51,Specialist,2023-05-31 08:03:05.556036,6,Bachelor,2,77640,44,19,22,9,1,6,62,1,4.22,False
28210,Engineering,Female,59,Technician,2020-01-02 08:03:05.556036,5,High School,5,33444,40,24,31,12,2,14,50,5,1.21,True
28211,Finance,Female,35,Developer,2023-07-20 08:03:05.556036,6,Bachelor,1,39729,23,8,0,14,2,13,67,0,1.97,False
28212,Marketing,Male,52,Analyst,2016-03-09 08:03:05.556036,18,Bachelor,5,71827,53,9,35,5,3,7,82,4,2.32,False
28213,Sales,Female,34,Manager,2020-01-12 08:03:05.556036,4,High School,1,44148,37,24,2,7,1,16,76,1,1.53,True
28214,Customer Support,Female,47,Consultant,2022-05-21 08:03:05.556036,15,Bachelor,4,84907,49,22,22,4,3,15,68,1,2.62,False
28215,Marketing,Male,31,Technician,2024-08-07 08:03:05.556036,3,Master,2,22580,42,9,13,4,2,14,40,1,3.75,False
28216,Finance,Male,22,Specialist,2019-12-09 08:03:05.556036,5,High School,1,52660,49,13,8,6,0,4,92,1,4.59,False
28217,IT,Female,34,Analyst,2023-12-24 08:03:05.556036,11,Bachelor,4,56451,42,9,27,5,3,14,11,2,2.85,True
28218,HR,Female,43,Consultant,2021-10-11 08:03:05.556036,6,Bachelor,1,71276,48,7,20,6,1,10,23,3,3.97,False
28219,Operations,Other,54,Consultant,2021-08-24 08:03:05.556036,4,High School,4,80100,49,10,28,0,4,27,93,1,3.33,False
28220,Engineering,Male,44,Engineer,2023-08-25 08:03:05.556036,11,Master,3,60617,40,14,19,6,3,15,30,2,2.17,True
28221,HR,Female,45,Manager,2022-12-10 08:03:05.556036,17,High School,4,91584,33,6,30,11,1,8,27,4,2.86,False
28222,Sales,Male,54,Manager,2018-05-29 08:03:05.556036,8,Master,4,94128,45,16,25,8,4,28,51,1,3.93,True
28223,Engineering,Male,35,Analyst,2019-04-01 08:03:05.556036,8,Master,5,71828,36,14,37,7,5,19,95,2,1.94,False
28224,Finance,Male,51,Consultant,2015-12-14 08:03:05.556036,14,Bachelor,4,84145,47,21,31,13,1,23,15,4,3.2,True
28225,Engineering,Other,30,Technician,2020-08-20 08:03:05.556036,11,Bachelor,2,23889,35,5,11,10,3,17,23,1,4.33,False
28226,Sales,Male,25,Specialist,2022-09-12 08:03:05.556036,11,High School,3,55488,46,8,4,4,1,22,37,2,1.17,False
28227,Marketing,Other,28,Analyst,2019-02-11 08:03:05.556036,10,Bachelor,1,20481,42,23,0,0,0,27,51,0,3.83,False
28228,Finance,Female,54,Manager,2023-04-11 08:03:05.556036,9,Master,5,114546,59,8,36,10,3,14,98,2,4.0,False
28229,Customer Support,Female,37,Developer,2019-09-10 08:03:05.556036,9,High School,1,40839,29,22,6,8,2,27,60,1,2.21,False
28230,Engineering,Male,28,Technician,2017-04-25 08:03:05.556036,9,Bachelor,3,24249,33,19,19,1,2,9,96,3,3.84,False
28231,HR,Female,51,Manager,2015-09-28 08:03:05.556036,9,High School,5,108397,50,18,36,6,3,6,91,5,1.49,False
28232,Sales,Male,40,Manager,2019-05-18 08:03:05.556036,2,Bachelor,4,78541,31,24,15,10,2,18,43,3,2.17,True
28233,Sales,Female,29,Developer,2021-12-14 08:03:05.556036,1,Bachelor,2,50537,49,6,10,11,0,3,64,2,3.6,False
28234,Operations,Male,52,Developer,2022-10-26 08:03:05.556036,9,High School,4,70633,51,11,27,10,4,17,52,2,4.01,False
28235,Sales,Male,31,Engineer,2020-07-13 08:03:05.556036,13,Bachelor,4,69360,47,24,24,12,1,11,30,2,2.72,False
28236,Finance,Female,35,Developer,2019-05-17 08:03:05.556036,17,Master,4,70701,42,5,25,11,4,6,85,2,2.83,False
28237,Customer Support,Male,42,Consultant,2021-07-20 08:03:05.556036,7,High School,3,72139,40,15,15,11,0,17,14,2,1.23,False
28238,Sales,Male,45,Developer,2020-01-16 08:03:05.556036,10,High School,4,60598,39,10,16,6,3,10,82,0,2.83,False
28239,Legal,Male,26,Technician,2022-02-19 08:03:05.556036,8,Bachelor,3,27356,40,18,20,7,2,11,89,3,2.48,False
28240,Customer Support,Male,22,Analyst,2017-05-20 08:03:05.556036,7,High School,2,34764,36,8,7,13,3,29,80,2,4.05,True
28241,Finance,Female,35,Specialist,2016-06-02 08:03:05.556036,4,Bachelor,3,62377,28,5,14,3,4,25,28,0,2.96,False
28242,Finance,Other,54,Manager,2018-10-13 08:03:05.556036,6,Master,5,94430,35,22,30,3,3,9,16,1,4.28,False
28243,Legal,Female,55,Specialist,2014-09-17 08:03:05.556036,5,Master,5,89296,48,18,37,12,2,17,14,3,3.29,False
28244,Marketing,Female,44,Manager,2024-02-28 08:03:05.556036,12,Master,4,91470,36,5,22,3,2,19,79,1,1.35,False
28245,Marketing,Female,32,Analyst,2021-09-17 08:03:05.556036,7,High School,5,41021,38,19,15,0,0,15,36,1,2.54,False
28246,Engineering,Male,38,Engineer,2021-04-17 08:03:05.556036,11,Bachelor,5,83053,57,15,36,14,4,15,54,3,4.75,False
28247,Legal,Female,27,Technician,2016-09-01 08:03:05.556036,11,Master,2,22146,46,14,5,0,1,16,10,1,3.07,False
28248,Finance,Male,25,Developer,2017-06-25 08:03:05.556036,9,Bachelor,3,58222,34,12,21,7,4,20,79,1,2.73,True
28249,Operations,Female,27,Technician,2021-06-02 08:03:05.556036,14,Bachelor,3,24399,49,17,16,1,0,19,99,2,4.61,False
28250,Legal,Female,23,Developer,2021-03-02 08:03:05.556036,3,Bachelor,1,40679,30,15,6,4,2,12,27,1,1.99,False
28251,Finance,Male,37,Manager,2017-04-17 08:03:05.556036,10,High School,2,62014,33,21,5,7,2,14,30,1,4.62,False
28252,Customer Support,Female,48,Consultant,2017-08-02 08:03:05.556036,12,Bachelor,3,67373,29,6,18,8,0,26,17,2,3.55,False
28253,Sales,Male,44,Technician,2019-07-23 08:03:05.556036,17,Bachelor,4,28821,34,21,26,8,4,5,40,1,2.89,False
28254,Engineering,Female,27,Specialist,2020-11-29 08:03:05.556036,10,High School,3,67405,28,14,16,12,3,5,75,3,4.82,False
28255,Finance,Female,39,Consultant,2019-02-27 08:03:05.556036,3,Bachelor,4,81084,44,9,28,3,1,25,44,2,4.62,False
28256,HR,Male,36,Manager,2018-12-30 08:03:05.556036,9,Bachelor,1,42742,32,14,1,10,1,5,45,1,4.74,False
28257,Marketing,Male,36,Analyst,2024-02-03 08:03:05.556036,10,Bachelor,1,20372,32,10,3,8,0,26,47,0,1.78,False
28258,Finance,Female,51,Consultant,2014-12-11 08:03:05.556036,15,Bachelor,5,99893,55,17,34,11,4,18,46,4,4.96,False
28259,Operations,Male,49,Manager,2017-08-24 08:03:05.556036,8,High School,5,108640,55,21,36,2,2,13,39,2,3.2,True
28260,Operations,Male,31,Analyst,2024-01-18 08:03:05.556036,3,High School,3,41055,36,13,20,12,4,11,41,3,1.06,False
28261,Engineering,Male,36,Analyst,2015-03-26 08:03:05.556036,11,Bachelor,5,71162,35,9,39,2,5,11,31,3,4.19,False
28262,Legal,Female,32,Engineer,2022-05-16 08:03:05.556036,14,Master,3,57589,37,9,17,10,1,19,75,3,1.82,False
28263,Sales,Female,44,Developer,2022-11-03 08:03:05.556036,8,High School,5,78953,36,17,32,13,3,14,69,4,1.37,False
28264,Finance,Male,36,Manager,2015-09-21 08:03:05.556036,1,Bachelor,1,46628,33,9,6,3,2,26,62,1,3.55,False
28265,Engineering,Female,38,Consultant,2021-07-03 08:03:05.556036,0,PhD,1,34509,32,15,4,1,1,3,32,1,1.41,False
28266,Finance,Male,35,Consultant,2024-02-20 08:03:05.556036,6,Bachelor,1,64601,37,11,14,0,3,26,89,1,4.21,False
28267,Marketing,Male,37,Technician,2018-05-26 08:03:05.556036,16,Master,4,28306,35,16,24,12,4,20,96,3,2.21,False
28268,IT,Male,27,Analyst,2015-08-31 08:03:05.556036,4,Master,1,23352,47,18,6,10,1,29,64,0,2.08,False
28269,HR,Female,51,Consultant,2021-01-24 08:03:05.556036,14,Bachelor,4,83150,36,24,23,9,4,11,42,4,3.89,False
28270,Finance,Female,38,Developer,2016-05-28 08:03:05.556036,16,High School,4,69339,47,12,23,8,2,6,86,3,3.71,False
28271,Customer Support,Female,32,Developer,2023-09-07 08:03:05.556036,16,Master,4,71628,36,21,22,0,1,12,42,2,3.16,False
28272,Finance,Male,38,Specialist,2018-08-21 08:03:05.556036,16,High School,5,88966,47,14,34,6,5,21,85,2,4.22,False
28273,Legal,Female,43,Engineer,2023-02-20 08:03:05.556036,4,Master,3,65238,40,10,17,14,0,10,96,1,1.15,False
28274,Finance,Male,30,Engineer,2021-02-15 08:03:05.556036,5,Bachelor,2,50546,34,18,12,9,3,18,90,0,1.94,False
28275,Legal,Male,26,Engineer,2022-10-31 08:03:05.556036,9,Bachelor,1,41157,42,21,1,10,1,24,37,1,3.22,False
28276,Marketing,Male,26,Consultant,2022-01-11 08:03:05.556036,7,Bachelor,3,65263,41,18,17,10,1,24,52,3,1.04,False
28277,Sales,Female,34,Technician,2021-04-22 08:03:05.556036,16,High School,4,29162,48,21,26,11,2,6,95,1,2.45,False
28278,HR,Female,32,Engineer,2022-06-05 08:03:05.556036,9,High School,1,40947,39,21,6,14,1,16,52,0,3.49,False
28279,Legal,Male,50,Engineer,2016-05-10 08:03:05.556036,19,Master,5,80340,58,12,36,2,3,18,79,5,2.34,False
28280,Engineering,Male,32,Specialist,2015-05-16 08:03:05.556036,2,High School,3,64084,45,10,21,14,4,5,76,3,2.94,False
28281,Operations,Male,24,Consultant,2022-10-08 08:03:05.556036,11,Bachelor,2,52377,25,20,9,12,2,27,23,0,4.83,False
28282,Marketing,Female,28,Consultant,2016-05-11 08:03:05.556036,4,Bachelor,1,36932,24,9,2,10,2,7,68,1,2.72,False
28283,Marketing,Female,50,Engineer,2017-03-26 08:03:05.556036,14,PhD,4,73772,30,19,24,11,1,19,11,3,3.37,True
28284,Finance,Female,48,Developer,2021-06-20 08:03:05.556036,15,Bachelor,3,58242,29,12,12,6,3,27,12,0,1.01,False
28285,Operations,Female,48,Engineer,2016-11-18 08:03:05.556036,15,PhD,5,84983,44,19,38,0,5,24,21,4,4.15,False
28286,Finance,Female,27,Consultant,2018-01-17 08:03:05.556036,8,High School,1,38526,39,20,2,1,0,9,21,0,2.62,False
28287,Marketing,Female,40,Engineer,2022-08-06 08:03:05.556036,10,High School,3,63878,32,6,18,11,1,22,70,1,2.61,False
28288,Customer Support,Female,27,Consultant,2017-09-20 08:03:05.556036,1,High School,1,34361,24,7,2,11,1,25,23,1,3.62,False
28289,Operations,Male,48,Specialist,2015-01-16 08:03:05.556036,18,High School,5,90964,42,15,31,4,3,23,81,2,1.51,False
28290,HR,Male,52,Consultant,2022-08-13 08:03:05.556036,15,Bachelor,4,85256,52,18,28,4,2,13,39,4,4.31,False
28291,Sales,Female,36,Manager,2016-02-28 08:03:05.556036,14,High School,3,108773,48,13,33,9,2,13,81,5,3.05,False
28292,Finance,Male,44,Consultant,2022-01-09 08:03:05.556036,15,High School,3,64972,28,23,14,6,3,25,28,1,4.73,False
28293,Customer Support,Male,47,Technician,2023-09-03 08:03:05.556036,7,PhD,4,28691,49,15,22,0,3,6,44,2,2.38,False
28294,Sales,Male,36,Engineer,2020-05-31 08:03:05.556036,15,High School,5,81169,55,21,36,6,3,3,70,3,3.1,False
28295,IT,Male,33,Engineer,2019-06-22 08:03:05.556036,9,High School,3,59341,37,16,12,7,2,11,94,3,2.5,False
28296,IT,Male,44,Engineer,2023-12-30 08:03:05.556036,9,High School,2,54435,49,12,7,11,3,28,11,0,2.26,False
28297,Finance,Male,32,Specialist,2019-12-07 08:03:05.556036,11,Bachelor,2,53486,43,11,5,3,1,22,52,2,2.33,False
28298,Legal,Female,47,Specialist,2015-07-12 08:03:05.556036,10,Bachelor,4,91207,50,11,30,3,2,18,47,2,2.17,False
28299,Marketing,Female,42,Analyst,2021-07-10 08:03:05.556036,3,Bachelor,5,43715,42,21,12,8,2,11,24,3,4.19,False
28300,IT,Female,22,Consultant,2024-01-29 08:03:05.556036,2,High School,2,51958,32,15,10,4,3,10,17,1,4.57,False
28301,Finance,Female,33,Developer,2014-12-20 08:03:05.556036,10,Bachelor,4,39673,23,5,6,14,0,25,89,1,3.77,False
28302,IT,Female,37,Analyst,2020-08-08 08:03:05.556036,5,Bachelor,1,18105,28,8,6,6,0,29,16,0,2.17,False
28303,HR,Male,52,Manager,2023-01-03 08:03:05.556036,8,High School,2,93870,31,23,30,14,2,26,91,2,3.69,False
28304,Operations,Female,49,Developer,2020-10-24 08:03:05.556036,6,High School,5,83608,47,16,31,4,4,25,64,4,4.22,False
28305,Engineering,Male,50,Manager,2018-01-14 08:03:05.556036,8,High School,4,91879,31,15,23,4,4,27,97,3,2.43,False
